측정월,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
202003,관악구,0.031,0.025,0.5,0.004,45,23
202003,관악산,0.013,0.034,0.5,0.005,41,20
202003,광진구,0.024,0.023,0.5,0.003,46,24
202003,구로구,0.032,0.034,0.4,0.003,53,27
202003,금천구,0.028,0.024,0.5,0.003,43,26
202003,남산,0.021,0.034,0.8,0.004,39,20
202003,노원구,0.025,0.024,0.5,0.004,43,26
202003,도봉구,0.021,0.032,0.5,0.003,41,23
202003,도산대로,0.034,0.025,0.5,0.003,45,21
202003,동대문구,0.028,0.027,0.5,0.003,39,20
202003,동작구,0.027,0.023,0.4,0.003,51,28
202003,동작대로,0.041,0.022,0.5,0.004,51,27
202003,마포구,0.031,0.023,0.4,0.003,42,25
202003,마포아트센터,0.023,0.03,0.3,0.003,42,23
202003,북한산,0.014,0.037,0.5,0.004,40,18
202003,서대문구,0.022,0.03,0.7,0.003,49,26
202003,서울숲,0.026,0.021,0.4,0.004,42,21
202003,서초구,0.028,0.033,0.3,0.003,51,29
202003,성동구,0.027,0.027,0.5,0.003,42,25
202003,성북구,0.031,0.026,0.6,0.003,45,23
202003,세곡,0.023,0.022,0.8,0.003,52,27
202003,송파구,0.033,0.024,0.6,0.003,43,24
202003,시흥대로,0.036,0.025,0.6,0.004,49,26
202003,신촌로,0.038,0.022,0.6,0.004,48,27
202003,양천구,0.03,0.026,0.5,0.004,49,27
202003,영등포구,0.029,0.025,0.5,0.003,42,25
202003,영등포로,0.039,0.021,0.6,0.004,50,28
202003,올림픽공원,0.021,0.026,0.4,0.004,45,25
202003,용산구,0.023,0.027,0.5,0.003,45,23
202003,은평구,0.019,0.031,0.4,0.003,46,24
202003,자연사박물관,0.025,0.032,0.6,0.007,42,24
202003,정릉로,0.036,0.02,0.4,0.004,50,28
202003,종로,0.025,0.026,0.5,0.003,49,27
202003,종로구,0.028,0.023,0.5,0.004,43,25
202003,중구,0.025,0.025,0.5,0.003,41,28
202003,중랑구,0.028,0.024,0.5,0.003,44,24
202003,천호대로,0.037,0.021,0.6,0.005,49,24
202003,청계천로,0.029,0.026,0.6,0.004,47,29
202003,한강대로,0.033,0.022,0.5,0.003,51,26
202003,항동,0.026,0.026,0.5,0.003,48,26
202003,행주,0.023,0.028,0.7,0.004,50,27
202003,홍릉로,0.037,0.026,0.6,0.004,43,23
202003,화랑로,0.028,0.023,0.3,0.004,51,22
202004,강남구,0.022,0.038,0.4,0.003,38,21
202004,강남대로,0.035,0.029,0.4,0.003,46,17
202004,강동구,0.019,0.035,0.4,0.002,43,22
202004,강변북로,0.032,0.03,0.4,0.003,50,17
202004,강북구,0.024,0.033,0.4,0.002,48,21
202004,강서구,0.019,0.035,0.4,0.004,45,20
202004,공항대로,0.025,0.027,0.4,0.004,50,20
202004,관악구,0.023,0.035,0.4,0.003,43,18
202004,관악산,0.01,0.045,0.5,0.005,48,20
202004,광진구,0.019,0.033,0.5,0.003,46,20
202004,구로구,0.02,0.042,0.3,0.003,51,22
202004,금천구,0.022,0.031,0.4,0.003,39,20
202004,남산,0.018,0.044,0.6,0.004,39,16
202004,노원구,0.02,0.036,0.4,0.003,46,22
202004,도봉구,0.019,0.04,0.4,0.003,42,19
202004,도산대로,0.027,0.036,0.3,0.003,47,19
202004,동대문구,0.022,0.036,0.4,0.003,39,17
202004,동작구,0.02,0.031,0.4,0.003,49,23
202004,동작대로,0.036,0.032,0.4,0.005,51,23
202004,마포구,0.024,0.032,0.4,0.003,41,20
202004,마포아트센터,0.017,0.042,0.3,0.003,40,18
202004,북한산,0.011,0.046,0.5,0.004,42,16
202004,서대문구,0.015,0.039,0.5,0.003,50,21
202004,서울숲,0.02,0.029,0.4,0.004,44,16
202004,서초구,0.022,0.044,0.3,0.003,48,24
202004,성동구,0.021,0.039,0.4,0.003,40,20
202004,성북구,0.026,0.035,0.4,0.003,46,19
202004,세곡,0.025,0.03,0.7,0.003,50,21
202004,송파구,0.025,0.035,0.4,0.003,43,20
202004,시흥대로,0.031,0.034,0.5,0.003,46,21
202004,신촌로,0.034,0.03,0.5,0.003,46,23
202004,양천구,0.022,0.035,0.4,0.004,45,21
202004,영등포구,0.022,0.035,0.4,0.003,40,19
202004,영등포로,0.035,0.028,0.5,0.003,46,23
202004,올림픽공원,0.016,0.032,0.3,0.004,42,20
202004,용산구,0.018,0.034,0.4,0.003,45,20
202004,은평구,0.015,0.041,0.3,0.003,47,20
202004,자연사박물관,0.019,0.044,0.6,0.007,41,20
202004,정릉로,0.019,0.028,0.4,0.005,54,24
202004,종로,0.021,0.035,0.4,0.003,48,22
202004,종로구,0.021,0.032,0.4,0.003,42,21
202004,중구,0.02,0.031,0.4,0.003,39,23
202004,중랑구,0.022,0.032,0.4,0.002,43,19
202004,천호대로,0.033,0.033,0.5,0.004,47,20
202004,청계천로,0.024,0.034,0.5,0.004,46,24
202004,한강대로,0.027,0.03,0.5,0.003,51,22
202004,항동,0.021,0.034,0.4,0.003,44,21
202004,행주,0.021,0.032,0.6,0.003,50,22
202004,홍릉로,0.031,0.033,0.5,0.003,43,20
202004,화랑로,0.026,0.029,0.3,0.003,52,19
202005,강남구,0.022,0.035,0.4,0.002,31,18
202005,강남대로,0.034,0.024,0.5,0.003,37,17
202005,강동구,0.019,0.033,0.4,0.003,33,18
202005,강변북로,0.036,0.026,0.4,0.002,40,16
202005,강북구,0.014,0.027,0.4,0.002,36,18
202005,강서구,0.019,0.033,0.4,0.004,37,18
202005,공항대로,0.025,0.026,0.4,0.004,39,18
202005,관악구,0.023,0.033,0.5,0.003,34,17
202005,관악산,0.01,0.032,0.5,0.005,36,17
202005,광진구,0.021,0.039,0.5,0.004,35,19
202005,구로구,0.016,0.039,0.2,0.002,42,25
202005,금천구,0.02,0.028,0.4,0.003,31,18
202005,남산,0.02,0.04,0.7,0.003,33,16
202005,노원구,0.018,0.038,0.4,0.002,32,16
202005,도봉구,0.019,0.039,0.3,0.003,34,19
202005,도산대로,0.028,0.032,0.4,0.002,38,20
202005,동대문구,0.022,0.034,0.4,0.002,31,15
202005,동작구,0.019,0.027,0.4,0.002,39,20
202005,동작대로,0.039,0.027,0.4,0.005,48,23
202005,마포구,0.023,0.031,0.4,0.002,32,17
202005,마포아트센터,0.018,0.041,0.2,0.003,32,16
202005,북한산,0.011,0.039,0.4,0.001,31,14
202005,서대문구,0.017,0.038,0.5,0.002,40,22
202005,서울숲,0.017,0.025,0.4,0.003,33,13
202005,서초구,0.021,0.041,0.3,0.004,42,26
202005,성동구,0.019,0.033,0.4,0.003,32,19
202005,성북구,0.025,0.033,0.4,0.002,36,18
202005,세곡,0.028,0.025,0.6,0.003,39,20
202005,송파구,0.023,0.036,0.4,0.003,33,17
202005,시흥대로,0.037,0.025,0.6,0.003,40,20
202005,신촌로,0.032,0.024,0.5,0.003,38,20
202005,양천구,0.02,0.032,0.4,0.003,35,17
202005,영등포구,0.023,0.033,0.4,0.003,32,16
202005,영등포로,0.037,0.025,0.6,0.003,39,21
202005,올림픽공원,0.015,0.028,0.2,0.004,32,18
202005,용산구,0.017,0.028,0.4,0.002,35,17
202005,은평구,0.014,0.041,0.3,0.003,37,20
202005,자연사박물관,0.016,0.043,0.4,0.006,31,16
202005,정릉로,0.022,0.028,0.4,0.005,47,23
202005,종로,0.022,0.031,0.5,0.003,37,20
202005,종로구,0.021,0.029,0.4,0.003,34,18
202005,중구,0.021,0.029,0.4,0.003,32,19
202005,중랑구,0.021,0.031,0.4,0.002,34,18
202005,천호대로,0.032,0.028,0.5,0.003,37,17
202005,청계천로,0.025,0.029,0.6,0.003,40,22
202005,한강대로,0.028,0.027,0.6,0.003,44,20
202005,항동,0.02,0.031,0.4,0.002,35,18
202005,행주,0.03,0.027,0.7,0.002,44,21
202005,홍릉로,0.031,0.03,0.5,0.003,34,17
202005,화랑로,0.026,0.028,0.3,0.003,45,21
202006,강남구,0.022,0.046,0.5,0.003,34,22
202006,강남대로,0.034,0.032,0.6,0.003,37,17
202006,강동구,0.02,0.04,0.4,0.003,36,22
202006,강변북로,0.042,0.032,0.6,0.003,39,18
202006,강북구,0.015,0.037,0.4,0.002,39,22
202006,강서구,0.017,0.039,0.4,0.004,36,21
202006,공항대로,0.026,0.034,0.4,0.005,41,22
202006,관악구,0.022,0.044,0.5,0.003,37,20
202006,관악산,0.01,0.04,0.5,0.006,37,19
202006,광진구,0.019,0.053,0.5,0.003,35,21
202006,구로구,0.014,0.049,0.2,0.002,34,18
202006,금천구,0.02,0.038,0.4,0.003,34,21
202006,남산,0.026,0.048,0.6,0.002,39,18
202006,노원구,0.016,0.049,0.4,0.003,35,19
202006,도봉구,0.018,0.05,0.3,0.003,37,20
202006,도산대로,0.031,0.033,0.6,0.003,38,21
202006,동대문구,0.021,0.045,0.4,0.003,34,19
202006,동작구,0.018,0.038,0.4,0.003,39,21
202006,동작대로,0.045,0.038,0.4,0.004,47,19
202006,마포구,0.023,0.04,0.4,0.003,34,20
202006,마포아트센터,0.018,0.053,0.2,0.003,35,19
202006,북한산,0.011,0.048,0.5,0.002,34,14
202006,서대문구,0.016,0.047,0.5,0.002,34,19
202006,서울숲,0.019,0.032,0.4,0.003,36,18
202006,서초구,0.021,0.052,0.3,0.003,43,18
202006,성동구,0.02,0.042,0.4,0.003,36,23
202006,성북구,0.024,0.043,0.5,0.002,38,20
202006,세곡,0.039,0.034,0.5,0.003,41,23
202006,송파구,0.022,0.048,0.4,0.003,38,22
202006,시흥대로,0.038,0.034,0.6,0.003,42,25
202006,신촌로,0.038,0.03,0.6,0.003,42,24
202006,양천구,0.019,0.041,0.4,0.003,38,20
202006,영등포구,0.022,0.042,0.4,0.003,36,20
202006,영등포로,0.04,0.033,0.6,0.003,39,23
202006,올림픽공원,0.014,0.036,0.4,0.004,35,21
202006,용산구,0.018,0.037,0.4,0.002,38,21
202006,은평구,0.013,0.051,0.3,0.003,37,21
202006,자연사박물관,0.017,0.051,0.4,0.006,34,20
202006,정릉로,0.033,0.034,0.4,0.004,41,24
202006,종로,0.023,0.043,0.5,0.003,40,23
202006,종로구,0.02,0.041,0.5,0.004,37,21
202006,중구,0.021,0.037,0.4,0.003,33,22
202006,중랑구,0.021,0.041,0.4,0.002,38,21
202006,천호대로,0.034,0.039,0.5,0.003,42,21
202006,청계천로,0.026,0.038,0.6,0.004,42,26
202006,한강대로,0.03,0.033,0.6,0.004,46,23
202006,항동,0.019,0.04,0.4,0.003,39,21
202006,행주,0.032,0.03,0.7,0.003,42,21
202006,홍릉로,0.033,0.038,0.5,0.003,38,19
202006,화랑로,0.028,0.041,0.3,0.004,41,20
202007,강남구,0.019,0.03,0.4,0.002,19,14
202007,강남대로,0.027,0.021,0.6,0.003,23,10
202007,강동구,0.016,0.026,0.4,0.003,20,13
202007,강변북로,0.027,0.025,0.7,0.003,19,13
202007,강북구,0.009,0.028,0.4,0.002,23,14
202007,강서구,0.015,0.032,0.4,0.004,21,14
202007,공항대로,0.024,0.024,0.4,0.004,25,15
202007,관악구,0.02,0.03,0.4,0.003,23,13
202007,관악산,0.006,0.022,0.4,0.006,18,11
202007,광진구,0.014,0.036,0.4,0.003,19,12
202007,구로구,0.014,0.036,0.2,0.002,17,10
202007,금천구,0.016,0.027,0.4,0.002,21,15
202007,남산,0.023,0.033,0.4,0.002,15,9
202007,노원구,0.013,0.034,0.4,0.002,20,13
202007,도봉구,0.01,0.032,0.3,0.002,23,13
202007,도산대로,0.024,0.022,0.6,0.002,21,13
202007,동대문구,0.017,0.032,0.4,0.002,20,12
202007,동작구,0.016,0.026,0.3,0.002,24,15
202007,동작대로,0.034,0.025,0.4,0.004,23,10
202007,마포구,0.018,0.028,0.4,0.002,20,14
202007,마포아트센터,0.015,0.038,0.2,0.003,21,12
202007,북한산,0.007,0.03,0.4,0.001,19,6
202007,서대문구,0.012,0.033,0.4,0.002,15,10
202007,서울숲,0.015,0.023,0.3,0.003,20,11
202007,서초구,0.019,0.036,0.2,0.003,22,10
202007,성동구,0.015,0.03,0.3,0.003,20,14
202007,성북구,0.02,0.028,0.5,0.002,23,13
202007,세곡,0.028,0.021,0.5,0.002,22,13
202007,송파구,0.018,0.031,0.4,0.002,21,13
202007,시흥대로,0.038,0.021,0.6,0.003,29,17
202007,신촌로,0.03,0.023,0.5,0.003,25,16
202007,양천구,0.017,0.03,0.4,0.003,22,15
202007,영등포구,0.02,0.029,0.4,0.003,22,14
202007,영등포로,0.033,0.023,0.6,0.003,24,15
202007,올림픽공원,0.011,0.026,0.2,0.004,19,13
202007,용산구,0.013,0.027,0.4,0.002,21,14
202007,은평구,0.01,0.035,0.4,0.003,19,13
202007,자연사박물관,0.013,0.037,0.3,0.006,20,14
202007,정릉로,0.019,0.027,0.3,0.003,21,15
202007,종로,0.021,0.026,0.4,0.003,25,16
202007,종로구,0.016,0.033,0.4,0.003,22,14
202007,중구,0.017,0.031,0.4,0.003,20,15
202007,중랑구,0.015,0.029,0.4,0.002,22,13
202007,천호대로,0.028,0.025,0.5,0.003,24,13
202007,청계천로,0.021,0.025,0.6,0.003,27,21
202007,한강대로,0.024,0.023,0.5,0.003,28,16
202007,항동,0.016,0.029,0.3,0.002,26,14
202007,행주,0.028,0.023,0.5,0.003,23,14
202007,홍릉로,0.026,0.026,0.4,0.002,22,13
202007,화랑로,0.024,0.037,0.3,0.003,23,12
202008,강남구,0.017,0.019,0.3,0.003,24,18
202008,강남대로,0.02,0.014,0.6,0.002,21,10
202008,강동구,0.02,0.014,0.3,0.003,25,16
202008,강변북로,0.024,0.013,0.7,0.003,20,13
202008,강북구,0.011,0.017,0.3,0.002,29,17
202008,강서구,0.014,0.02,0.3,0.003,23,16
202008,공항대로,0.019,0.015,0.3,0.004,26,16
202008,관악구,0.015,0.021,0.3,0.003,25,14
202008,관악산,0.011,0.03,0.4,0.003,14,8
202008,광진구,0.014,0.02,0.4,0.003,23,15
202008,구로구,0.011,0.02,0.3,0.003,19,10
202008,금천구,0.014,0.018,0.3,0.003,25,16
202008,남산,0.017,0.024,0.4,0.002,17,10
202008,노원구,0.015,0.022,0.3,0.002,22,14
202008,도봉구,0.009,0.019,0.2,0.002,19,11
202008,도산대로,0.021,0.013,0.7,0.003,21,16
202008,동대문구,0.015,0.021,0.3,0.002,24,14
202008,동작구,0.014,0.018,0.3,0.003,28,16
202008,동작대로,0.032,0.018,0.4,0.003,22,8
202008,마포구,0.016,0.018,0.3,0.002,23,16
202008,마포아트센터,0.013,0.025,0.2,0.003,24,14
202008,북한산,0.009,0.02,0.3,0.002,21,8
202008,서대문구,0.01,0.021,0.3,0.002,15,10
202008,서울숲,0.009,0.016,0.3,0.003,23,12
202008,서초구,0.016,0.021,0.3,0.003,21,11
202008,성동구,0.008,0.017,0.3,0.003,24,17
202008,성북구,0.018,0.018,0.4,0.002,22,13
202008,세곡,0.023,0.013,0.3,0.003,22,12
202008,송파구,0.015,0.017,0.3,0.003,25,16
202008,시흥대로,0.027,0.015,0.5,0.003,29,18
202008,신촌로,0.027,0.013,0.4,0.003,27,18
202008,양천구,0.014,0.018,0.3,0.003,26,17
202008,영등포구,0.017,0.019,0.3,0.003,25,16
202008,영등포로,0.029,0.013,0.5,0.003,26,17
202008,올림픽공원,0.01,0.018,0.2,0.004,23,14
202008,용산구,0.012,0.016,0.3,0.003,24,15
202008,은평구,0.01,0.021,0.3,0.002,21,13
202008,자연사박물관,0.012,0.027,0.2,0.005,23,16
202008,정릉로,0.02,0.011,0.2,0.004,22,17
202008,종로,0.021,0.015,0.3,0.003,28,16
202008,종로구,0.017,0.021,0.3,0.003,24,16
202008,중구,0.017,0.019,0.4,0.003,23,18
202008,중랑구,0.015,0.019,0.3,0.002,25,16
202008,천호대로,0.024,0.016,0.3,0.003,27,15
202008,청계천로,0.02,0.015,0.4,0.004,31,24
202008,한강대로,0.021,0.012,0.4,0.003,33,19
202008,항동,0.012,0.019,0.2,0.002,30,16
202008,행주,0.024,0.014,0.5,0.003,22,13
202008,홍릉로,0.024,0.015,0.4,0.003,24,15
202008,화랑로,0.019,0.019,0.3,0.003,23,13
202009,강남구,0.017,0.028,0.4,0.003,18,12
202009,강남대로,0.026,0.019,0.6,0.003,18,11
202009,강동구,0.015,0.024,0.4,0.002,20,12
202009,강변북로,0.023,0.024,0.5,0.003,17,10
202009,강북구,0.009,0.026,0.3,0.002,22,11
202009,강서구,0.016,0.03,0.3,0.004,19,12
202009,공항대로,0.019,0.018,0.4,0.004,18,10
202009,관악구,0.019,0.028,0.4,0.003,20,10
202009,관악산,0.01,0.042,0.4,0.003,19,6
202009,광진구,0.012,0.019,0.4,0.003,18,9
202009,구로구,0.013,0.028,0.3,0.002,19,8
202009,금천구,0.017,0.025,0.4,0.002,21,13
202009,남산,0.017,0.032,0.4,0.002,16,8
202009,노원구,0.014,0.03,0.4,0.003,19,11
202009,도봉구,0.01,0.03,0.2,0.003,13,8
202009,도산대로,0.022,0.021,0.6,0.003,22,8
202009,동대문구,0.017,0.029,0.4,0.002,19,11
202009,동작구,0.017,0.026,0.3,0.003,24,12
202009,동작대로,0.032,0.017,0.3,0.003,16,5
202009,마포구,0.018,0.026,0.4,0.002,19,11
202009,마포아트센터,0.014,0.036,0.2,0.003,19,9
202009,북한산,0.007,0.03,0.3,0.002,15,10
202009,서대문구,0.011,0.029,0.3,0.003,14,9
202009,서울숲,0.012,0.021,0.4,0.003,18,8
202009,서초구,0.02,0.027,0.3,0.003,20,8
202009,성동구,0.016,0.028,0.3,0.003,19,12
202009,성북구,0.02,0.026,0.3,0.003,19,9
202009,세곡,0.028,0.017,0.5,0.003,20,10
202009,송파구,0.019,0.027,0.4,0.003,20,11
202009,시흥대로,0.037,0.019,0.6,0.003,26,14
202009,신촌로,0.03,0.021,0.5,0.003,24,14
202009,양천구,0.017,0.029,0.4,0.003,22,12
202009,영등포구,0.019,0.027,0.5,0.003,20,11
202009,영등포로,0.031,0.022,0.5,0.003,21,12
202009,올림픽공원,0.012,0.023,0.2,0.004,18,10
202009,용산구,0.012,0.024,0.3,0.003,20,11
202009,은평구,0.011,0.032,0.3,0.003,18,9
202009,자연사박물관,0.014,0.02,0.2,0.007,19,10
202009,정릉로,,,,,,
202009,종로,0.022,0.023,0.4,0.003,25,11
202009,종로구,0.017,0.031,0.4,0.003,21,12
202009,중구,0.019,0.03,0.4,0.002,21,13
202009,중랑구,0.014,0.028,0.4,0.002,19,11
202009,천호대로,0.027,0.022,0.5,0.003,23,11
202009,청계천로,0.021,0.023,0.5,0.004,26,16
202009,한강대로,0.023,0.021,0.5,0.003,25,12
202009,항동,0.016,0.025,0.3,0.002,22,11
202009,행주,0.024,0.018,0.8,0.004,22,11
202009,홍릉로,0.023,0.023,0.4,0.003,20,11
202009,화랑로,,,,,,
202010,강남구,0.024,0.022,0.5,0.003,30,17
202010,강남대로,0.034,0.013,0.8,0.004,36,19
202010,강동구,0.025,0.019,0.5,0.003,36,19
202010,강변북로,0.029,0.019,0.6,0.004,33,18
202010,강북구,0.016,0.025,0.5,0.003,36,17
202010,강서구,0.025,0.023,0.5,0.006,36,18
202010,공항대로,0.042,0.015,0.6,0.003,,
202010,관악구,0.031,0.022,0.5,0.003,34,17
202010,관악산,0.013,0.043,0.5,0.004,31,13
202010,광진구,0.015,0.015,0.7,0.003,30,16
202010,구로구,0.024,0.023,0.4,0.003,36,15
202010,금천구,0.026,0.019,0.5,0.003,34,19
202010,남산,0.014,0.033,0.3,0.003,18,9
202010,노원구,0.025,0.024,0.5,0.003,33,17
202010,도봉구,0.018,0.025,0.4,0.003,27,16
202010,도산대로,0.03,0.016,0.9,0.004,41,17
202010,동대문구,0.025,0.023,0.5,0.003,30,17
202010,동작구,0.026,0.025,0.4,0.003,38,19
202010,동작대로,0.051,0.011,0.7,0.003,,
202010,마포구,0.028,0.02,0.5,0.003,32,17
202010,마포아트센터,0.014,0.036,0.2,0.003,20,9
202010,북한산,0.009,0.032,0.3,0.002,27,17
202010,서대문구,0.019,0.025,0.5,0.003,30,17
202010,서울숲,0.012,0.016,0.4,0.003,20,9
202010,서초구,0.031,0.022,0.5,0.003,36,15
202010,성동구,0.03,0.021,0.4,0.004,31,17
202010,성북구,0.028,0.021,0.5,0.003,36,15
202010,세곡,0.017,0.021,0.6,0.003,24,13
202010,송파구,0.029,0.02,0.5,0.003,33,18
202010,시흥대로,0.043,0.016,0.7,0.004,38,21
202010,신촌로,0.037,0.016,0.6,0.004,40,21
202010,양천구,0.028,0.023,0.5,0.003,35,18
202010,영등포구,0.027,0.021,0.5,0.003,33,18
202010,영등포로,0.035,0.017,0.6,0.004,37,19
202010,올림픽공원,0.012,0.021,0.3,0.003,22,11
202010,용산구,0.017,0.019,0.4,0.004,34,16
202010,은평구,0.018,0.027,0.5,0.003,32,15
202010,자연사박물관,0.013,0.026,0.3,0.006,20,11
202010,정릉로,0.047,0.014,0.6,0.003,,
202010,종로,0.023,0.021,0.5,0.003,37,19
202010,종로구,0.025,0.025,0.5,0.004,36,18
202010,중구,0.025,0.024,0.5,0.003,40,19
202010,중랑구,0.022,0.023,0.5,0.003,32,17
202010,천호대로,0.035,0.017,0.6,0.003,41,19
202010,청계천로,0.028,0.019,0.6,0.004,41,26
202010,한강대로,0.03,0.018,0.6,0.003,39,16
202010,항동,0.024,0.019,0.4,0.003,34,17
202010,행주,0.016,0.021,1,0.005,27,13
202010,홍릉로,0.031,0.019,0.5,0.003,33,17
202010,화랑로,0.044,0.01,0.7,0.003,,
202011,강남구,0.031,0.015,0.6,0.004,36,24
202011,강남대로,0.037,0.01,0.9,0.004,44,24
202011,강동구,0.032,0.014,0.5,0.003,45,27
202011,강변북로,0.034,0.012,0.6,0.005,43,27
202011,강북구,0.021,0.017,0.5,0.003,45,23
202011,강서구,0.031,0.015,0.6,0.005,46,25
202011,공항대로,0.04,0.013,0.6,0.003,,
202011,관악구,0.037,0.014,0.6,0.004,38,21
202011,관악산,0.013,0.034,0.3,0.002,36,18
202011,광진구,0.02,0.011,0.6,0.003,38,24
202011,구로구,0.028,0.015,0.4,0.003,45,24
202011,금천구,0.032,0.015,0.6,0.004,42,25
202011,남산,0.026,0.022,0.5,0.003,37,23
202011,노원구,0.029,0.016,0.6,0.003,41,26
202011,도봉구,0.023,0.019,0.4,0.003,36,23
202011,도산대로,0.036,0.01,0.9,0.004,49,27
202011,동대문구,0.034,0.015,0.6,0.003,38,24
202011,동작구,0.032,0.016,0.5,0.003,44,24
202011,동작대로,0.044,0.009,0.6,0.003,,
202011,마포구,0.037,0.013,0.6,0.003,38,24
202011,마포아트센터,0.034,0.018,0.7,0.004,46,25
202011,북한산,0.013,0.025,0.4,0.002,32,22
202011,서대문구,0.026,0.017,0.8,0.004,37,22
202011,서울숲,0.03,0.014,0.6,0.004,31,19
202011,서초구,0.035,0.015,0.5,0.003,45,25
202011,성동구,0.037,0.015,0.5,0.004,38,24
202011,성북구,0.032,0.012,0.7,0.003,50,21
202011,세곡,0.036,0.013,0.6,0.003,46,25
202011,송파구,0.035,0.014,0.6,0.004,39,24
202011,시흥대로,0.042,0.012,0.6,0.004,52,27
202011,신촌로,0.044,0.01,0.7,0.004,48,28
202011,양천구,0.035,0.014,0.6,0.004,48,27
202011,영등포구,0.031,0.013,0.6,0.004,41,25
202011,영등포로,0.036,0.01,0.7,0.004,46,25
202011,올림픽공원,0.028,0.015,0.7,0.002,37,24
202011,용산구,0.026,0.012,0.5,0.004,44,21
202011,은평구,0.023,0.019,0.6,0.004,38,22
202011,자연사박물관,0.01,0.018,0.8,0.002,39,21
202011,정릉로,0.044,0.011,0.6,0.004,,
202011,종로,0.028,0.015,0.5,0.003,45,25
202011,종로구,0.032,0.017,0.6,0.004,44,24
202011,중구,0.03,0.015,0.5,0.003,50,26
202011,중랑구,0.03,0.015,0.5,0.003,40,22
202011,천호대로,0.04,0.011,0.7,0.003,54,26
202011,청계천로,0.033,0.013,0.7,0.004,48,34
202011,한강대로,0.034,0.013,0.7,0.004,51,22
202011,항동,0.029,0.014,0.5,0.003,42,24
202011,행주,0.028,0.021,0.6,0.002,37,25
202011,홍릉로,0.041,0.011,0.6,0.004,41,24
202011,화랑로,0.042,0.008,0.7,0.003,,
202012,강남구,0.032,0.014,0.6,0.004,37,28
202012,강남대로,0.036,0.01,0.9,0.005,46,28
202012,강동구,0.032,0.014,0.6,0.003,48,33
202012,강변북로,0.034,0.012,0.7,0.003,43,30
202012,강북구,0.025,0.016,0.6,0.004,47,27
202012,강서구,0.034,0.015,0.4,0.005,46,26
202012,공항대로,0.039,0.012,0.7,0.004,49,27
202012,관악구,0.037,0.013,0.6,0.004,36,23
202012,관악산,0.013,0.033,0.3,0.003,37,21
202012,광진구,0.025,0.011,0.6,0.002,38,27
202012,구로구,0.032,0.015,0.5,0.004,45,26
202012,금천구,0.035,0.015,0.6,0.004,44,29
202012,남산,0.025,0.02,0.9,0.003,36,26
202012,노원구,0.031,0.017,0.7,0.004,45,32
202012,도봉구,0.024,0.019,0.5,0.003,38,28
202012,도산대로,0.038,0.011,0.9,0.004,48,29
202012,동대문구,0.033,0.015,0.6,0.003,39,30
202012,동작구,0.034,0.014,0.5,0.003,45,29
202012,동작대로,0.044,0.009,0.6,0.004,46,25
202012,마포구,0.039,0.012,0.6,0.004,37,26
202012,마포아트센터,0.036,0.017,0.8,0.005,43,26
202012,북한산,0.015,0.024,0.5,0.002,33,24
202012,서대문구,0.03,0.015,0.7,0.006,35,24
202012,서울숲,0.033,0.016,0.7,0.003,46,27
202012,서초구,0.034,0.015,0.5,0.004,44,27
202012,성동구,0.039,0.016,0.6,0.004,38,26
202012,성북구,0.035,0.013,0.7,0.003,45,25
202012,세곡,0.035,0.013,0.7,0.006,48,30
202012,송파구,0.036,0.014,0.6,0.004,39,27
202012,시흥대로,0.043,0.012,0.7,0.004,51,30
202012,신촌로,0.047,0.01,0.8,0.004,46,30
202012,양천구,0.037,0.012,0.6,0.004,48,29
202012,영등포구,0.035,0.012,0.7,0.004,39,28
202012,영등포로,0.043,0.011,0.7,0.004,45,27
202012,올림픽공원,0.028,0.016,0.8,0.004,38,28
202012,용산구,0.029,0.011,0.5,0.004,48,24
202012,은평구,0.025,0.018,0.6,0.004,39,26
202012,자연사박물관,0.026,0.017,0.9,0.004,41,30
202012,정릉로,0.046,0.01,0.7,0.004,45,28
202012,종로,0.031,0.015,0.6,0.003,43,26
202012,종로구,0.032,0.016,0.7,0.004,45,29
202012,중구,0.034,0.015,0.6,0.003,50,30
202012,중랑구,0.035,0.013,0.6,0.004,42,25
202012,천호대로,0.042,0.011,0.7,0.004,53,30
202012,청계천로,0.037,0.013,0.8,0.005,43,33
202012,한강대로,0.034,0.013,0.7,0.003,48,23
202012,항동,0.028,0.013,0.6,0.003,44,28
202012,행주,0.026,0.021,0.8,0.003,41,29
202012,홍릉로,0.04,0.01,0.7,0.004,40,28
202012,화랑로,0.04,0.008,0.7,0.003,48,28
202101,강남구,0.03,0.014,0.6,0.004,33,22
202101,강남대로,0.036,0.012,0.9,0.004,40,21
202101,강동구,0.031,0.015,0.5,0.003,42,25
202101,강변북로,0.031,0.014,0.7,0.004,39,24
202101,강북구,0.024,0.016,0.5,0.004,43,21
202101,강서구,0.032,0.016,0.5,0.004,40,22
202101,공항대로,0.036,0.014,0.6,0.003,42,20
202101,관악구,0.036,0.013,0.6,0.004,33,17
202101,관악산,0.011,0.034,0.3,0.003,34,14
202101,광진구,0.025,0.012,0.6,0.002,34,21
202101,구로구,0.032,0.016,0.5,0.004,39,19
202101,금천구,0.033,0.015,0.6,0.003,40,23
202101,남산,0.024,0.018,0.7,0.003,32,19
202101,노원구,0.03,0.017,0.7,0.004,41,25
